file_number,annotator_1_seconds,annotator_2_seconds,reviewer_1_seconds,reviewer_2_seconds,final_reviewer_seconds
W3CN27529-I4CN127800006.tif,642,33314,148,204,71
W4CZ45232-I4CZ452420006.tif,1934,40062,228,935,124
W4CZ302343-I4CZ3024170070.jpg,787,441,326,175,27
W8LS20081-I8LS200830006.jpg,1052,494,171,332,30
W8CZ236-I8CZ7840006.jpg,2697,9273,421,536,417
W1KG21012-I1KG210430155.jpg,17645,3181,527,1182,4899
W4CZ332268-I4CZ3328490251.jpg,5264,66385,246,66,474
W21872-62520595.tif,700,1438,127,192,67
W2PD17544-I4PD23700006.jpg,72501,3103,891,950,107
W3JT13584-I3JT135910036.jpg,1064,1656,1015,71359,818
W2KG207348-I2KG2074260053.tif,23629,2191,1157,691,775
W1KG10162-I1KG102490680.jpg,2027,1189,699,713,421
W3PD988-I3PD13960006.jpg,511,943,242,21804,125
W3MS214-I3MS2260006.jpg,1143,605,215,626,94
W8LS17641-I8LS176550015.tif,37219,696,129,460,237
W8LS15793-I8LS158010607.jpg,1119,9547,267,803,1122
W1CZ1137-I1CZ15340006.tif,719,795,582,733,40193
W23211-19950647.tif,3504,966,427,657,171
W4CZ328563-I4CZ3543260602.tif,792,2088,381,203,91
W3MS214-I3MS2270006.jpg,1301,1020,227,289,3375
W4CZ307403-I4CZ3083500614.jpg,1242,12224,231,1277,96
W5CN96-I5CN61490091.jpg,1586,2350,410,361,67
W8LS16256-I8LS162580097.jpg,503,1173,172,117,30
W3PD446-I2PD171320609.jpg,567,1168,3004,705,208
W3CN2635-I3CN26540586.jpg,2103,2963,541,1061,110
W1LT0873-I1LT08730066.jpg,459,623,177,548,48
W00EGS1016804-I1KG17780419.tif,796,2006,637,335,93
W3CN15308-I3CN158780007.jpg,7322,706,65316,596,903
W23466-20000659.tif,1002,243,470,96,39
W8LS19527-I8LS195290006.jpg,798,2060,226,228,247
W3PD443-I3PD8830295.jpg,13535,1636,245,795,98
W3MS155-I1KG228260006.jpg,742,662,398,567,362
W28043-I1CZ8610017.tif,704,1602,357,937,108
W23174-04260245.tif,652,527,344,605,296
W8LS19673-I8LS196750010.jpg,1703,967,1477,2752,580
W4CZ332278-I4CZ3328710238.jpg,1036,683,221,64,264
W25573-I1KG34480007.tif,837,845,477,312,202
W1KG589-I1KG8160602.TIF,952,878,147,3195,57
W4PD294-I4PD3850006.jpg,415,450,490,248,134
W3PD889-I1KG812020006.jpg,2573,1105,4945,176,66
W4CZ307400-I4CZ3083440006.jpg,880,30478,171,492,67
W4CZ355843-I4CZ3559740315.jpg,975,1071,249,100,375
W2PD17383-I3PD11700073.jpg,790,4018,310,682,188
W1LT0980-I1LT09800006.jpg,1913,1216,266,270,27
W8LS16241-I8LS162430019.jpg,1584,1778,137,401,263
W4CZ45218-I4CZ452290006.tif,368,7375,130,95,26
W1CZ1176-I1CZ16240006.tif,886,650,152,8856,32
W8LS19395-I8LS193970006.jpg,915,1454,204,1023,81
W1KG9844-I1KG98470698.jpg,650,591,54944,177,165
W3CN2635-I3CN26520641.jpg,1425,1636,11916,702,425
W30350-60830006.tif,2063,92387,2190,1266,487
W2PD17476-I4PD5680006.jpg,18391,18933,576,1289,291
W3CN2635-I3CN26540006.jpg,1653,991,22793,405,20
W3CN674-I3CN6760006.jpg,1147,8950,821,87142,335
W4PD1207-I4PD12350887.jpg,1199,1199,201,771,2662
W1CZ1984-I1CZ20110298.tif,1041,13160,798,463,90
W4PD1703-I4PD17550253.jpg,1571,681,223,158,178
W8CZ182-I8CZ8870649.jpg,2014,4219,718,946,510
W3MS663-I3MS6760006.jpg,1307,1873,282,529,326
W1CZ1271-I1CZ17630006.tif,12608,6759,682,977,15184
W1KG23046-I1KG231740361.jpg,29149,563,9720,1142,50
W3MS835-I3MS8370443.jpg,724,3225,34172,878,182
W8LS29237-I8LS292390006.jpg,1627,2005,402,585,109
W14345-I00KG035890095.jpg,2473,9693,567,885,957
W4CZ332275-I4CZ3328630006.jpg,603,1041,100,725,2071
W1CZ2746-I1CZ27690199.tif,5077,12208,487,1498,896
W27554-43770263.tif,17636,883,208,241,123
W1KG17145-I1KG180860006.jpg,1609,2507,327,1209,123
W1LT3177-I1LT31770371.jpg,794,274,891,226,129
W4CZ302375-I4CZ3024810027.jpg,4394,3458,510,9365,425
W23505-20780058.TIF,1536,1427,826,14463,546
W8CZ190-I8CZ7990006.jpg,583,1171,275,91,173
W8LS31256-I8LS313170006.jpg,702,5053,299,168,87
W3PD996-I3PD14220007.jpg,292,2254,24,50,9
W4PD1390-I4PD13940006.jpg,9246,1795,184,488,4212
W8LS19428-I8LS194300013.jpg,11387,2618,1214,11190,1080
W8LS19742-I8LS197440525.jpg,1057,2381,560,632,435
W3CN2868-I3CN28751247.jpg,1286,532,158,83364,381
W1KG24015-I1KG240710073.jpg,3055,774,403,590,424
W2PD20785-I2PD208370006.jpg,2414,972,146,267,270
W24054-I00KG027551569.tif,4665,1339,559,394,320
W2PD19899-I2PD206900006.jpg,2312,1040,2509,225,156
W8LS18391-I8LS184040006.jpg,1916,543,152,1647,73
W1KG12281-I1KG127520006.jpg,1031,14365,105,287,190
W8LS16614-I8LS166590040.jpg,995,2417,937,12399,63
W1LT1188-I1LT11880006.jpg,2255,1232,594,439,421
W8LS20171-I8LS201730291.jpg,95163,106400,53879,151,156
W1KG13826-I1KG851000006.jpg,2083,1625,93,279,36
W8LS19730-I8LS197320006.jpg,7365,1891,1048,1464,430
W8LS20162-I8LS201640006.jpg,952,625,207,565,9689
W8464-I1KG126150199.jpg,445,635,147,261,27
W8LS16579-I8LS166180007.jpg,833,631,266,220,143
W8LS16614-I8LS166590039.jpg,7701,3365,249,1223,597
W4PD971-I4PD9950219.jpg,532,453,382,495,92
W25588-I1KG21540038.tif,2954,11473,413,32062,454
W1CZ1173-I1CZ16080009.tif,2571,8501,1696,4772,316
W8LS15734-I8LS157590411.jpg,1076,35426,544,238,655
W8LS19981-I8LS199830054.jpg,1830,1154,39420,652,380
W00KG0638-I1CZ8250763.tif,37381,7982,21325,531,40
W8LS32683-I8LS332690008.jpg,694,1526,191,73374,59
W1CZ996-I1CZ16790006.tif,904,43175,24709,31943,13292
W1KG18315-I1KG183890936.jpg,938,418,220,192,27
W8LS30616-I8LS306240455.jpg,1228,2592,359,849,409
W3CN2507-I3CN25350006.jpg,982,885,287,396,112
W8LS15813-I8LS158190006.jpg,1389,694,276,423,170
W3CN800-I3CN8140851.jpg,1228,2024,260,377,9394
W8LS20216-I8LS202180795.jpg,43420,6025,557,998,139
W8LS19314-I8LS193160050.jpg,853,1137,352,516,165
W3CN2568-I3CN25740006.jpg,498,745,131,214,164
W4CZ302369-I4CZ3024690017.jpg,861,79180,357,893,279
W21957-19610703.tif,885,824,243,11074,159
W3KG327-I3KG1970008.jpg,1015,1004,256,7135,65
W8LS20002-I8LS200040006.jpg,785,10705,145,906,89
W8LS32735-I8LS334430006.jpg,8230,1532,150,973,465
W4PD971-I4PD9810006.jpg,691,711,103,254,118
W2PD17420-I4PD3230623.jpg,2090,635,960,228,197
W8LS19287-I8LS192890007.jpg,501,685,94,481,173
W4PD1166-I4PD11790594.jpg,3948,62733,332,332,144
W2PD20767-I2PD208070007.jpg,2916,2663,201,2807,386
W3CN2507-I3CN25340006.jpg,282,633,159,50388,211
W3CN4061-I3CN64830535.jpg,1666,771,233,187,26
W25582-I1CZ20130030.tif,1320,1587,605,313,416
W1LT0303-I1LT03030007.jpg,1144,1058,382,234,56
W1CZ1294-I1CZ18090085.tif,752,768,113,429,34
W2PD17548-I4PD23810195.jpg,1453,1817,638,704,26592
W1KG18320-I1KG183950291.jpg,691,582,589,383,88
W3CN26726-I4CN128030635.jpg,3132,705,9678,273,29
W8CZ215-I8CZ7650006.jpg,1629,1438,253,683,94
W4CZ302504-I4CZ3025080177.jpg,1839,1275,5302,422,534
W4CZ20867-I1KG143790014.jpg,477,2645,189,908,113
W3PD440-I3PD8720006.jpg,10951,917,922,629,167
W4CZ1019-I1KG135010006.jpg,1169,926,13960,679,269
W1ER194-I1ER11260007.jpg,1355,1868,240,354,485
W3CN879-I3CN8810006.jpg,1127,1219,70487,698,822
W3CN12069-I3CN120730006.jpg,915,553,488,62,189
W4PD975-I4PD11471181.jpg,30289,1772,479,505,66
W4CZ65572-I4CZ656330006.jpg,353,1145,134,244,131
W1GS58295-I1GS583020315.tif,712,5207,952,471,2220
W1LT0190-I1LT01900660.jpg,1049,1232,36090,22346,15219
W2PD17421-I4PD3270006.jpg,44378,396,191,334,24
W4CZ58845-I4CZ755110007.jpg,348,38965,107,239,335
W8LS30616-I8LS306280443.jpg,1322,462,122,323,123
W1LT0877-I1LT08770007.jpg,4729,1788,344,1069,92
W3CN4120-I3CN41330006.jpg,15624,1548,479,287,119
W23775-26510743.tif,539,586,383,187,32
W8LS31311-I8LS313230007.jpg,693,49167,968,1697,183
W8CZ219-I8CZ7680037.jpg,12378,4640,821,5142,161
W8LS16582-I8LS166200015.jpg,37035,1274,191,957,669
W8LS31416-I8LS315500135.jpg,462,551,132,323,121
W8LS16987-I8LS169960006.jpg,1789,48275,504,1424,143
W3CN2601-I3CN26030006.jpg,32027,4999,64561,1031,516
W1CZ1057-I1CZ14490006.tif,2619,1392,567,668,243
W5CN32-I5CN60180006.jpg,1640,24509,660,478,34646
W2PD17423-I4PD3370006.jpg,908,2698,590,3025,1268
W3CN2929-I3CN29320006.jpg,1025,637,48928,785,276
W8LS31345-I8LS313840133.jpg,737,779,75,365,17
W1KG586-I1KG102620267.jpg,1241,906,171,1009,14154
W00KG01605-I00KG028460099.tif,1041,1127,191,206,42
W1KG11747-I1KG117490327.jpg,567,729,145,267,22
W2DB20795-I1PD348680006.tif,1999,2919,291,229,45
W8LS20186-I8LS201880033.jpg,42161,1084,737,829,708
W1KG12530-I1KG125540304.jpg,5743,6752,430,729,360
W4CZ355765-I4CZ3559230715.jpg,997,1024,406,240,31
W4PD2073-I4PD21220893.tif,733,84301,104,487,157
W4CZ58741-I4CZ656520007.jpg,1019,638,265,182,194
W29008-I1KG103130579.jpg,547,970,165,213,168
W8LS16277-I8LS162790043.jpg,1004,3177,220,657,199
W1CZ1226-I1CZ16930211.tif,9871,2416,1017,615,495
W8LS19461-I8LS194630006.jpg,1408,857,142,336,100
W2PD17546-I4PD23740006.jpg,2246,5380,463,290,61
W4CZ355755-I4CZ3559030006.jpg,823,1484,71949,188,321
W1CZ1219-I1CZ16770006.tif,847,593,10232,174,215
W4PD975-I4PD11400006.jpg,867,13979,159,1315,100
W1KG12631-I1KG126470453.jpg,384,1073,181,230,100
W27284-41950276.tif,451,35309,251,452,372
W1KG10067-I1KG100690434.jpg,10005,3524,214,157,80
W2PD19899-I2PD207090006.jpg,217,137,137,35,21
W4CZ74199-I4CZ742690096.jpg,892,35633,187,1080,51
W8LS16198-I8LS162000006.jpg,396,474,53,303,53
W26440-I1CZ21970381.tif,139720,72797,73866,1339,1039
W4CZ355781-I4CZ3559570347.jpg,184,627,54,109,127
